index,uID,Context,Target,mean_vote
572,BNC-808,"You added the arsenic, the antimony or the heavy metal. And they took it down dutifully.",Henry might have known that in his case the operation would prove a little more complicated.,1.2307692307692308
574,BNC-813,"Spruce, on the other hand, looked to her like an intelligent adversary. But he would be hindered unless he knew the methods and presuppositions of the Church and its clergy.",Perhaps though he knew that he needed help.,0.625
576,BNC-817,"Above them on the balcony terrace, Alina Petrovna stood a little way back from the parapet. She looked at the moon, the lake, and the dark forest beyond, but she saw only defeat.",She might have known that all of her efforts would end like this.,0.4444444444444444
577,BNC-819,"On the third day, she was taken for interrogation, and try as she might, she couldn't stop the butterflies in her stomach. She was pushed into a big office where she was faced by a rather handsome Obersturmfuhrer.",She had no way of knowing it was the same man who had interrogated Madeleine then made her his mistress any more than Madeleine could know that her friend was in the building being interrogated by him.,2.125
579,BNC-821,"Maybe after a few thousand years of marmot for breakfast, dinner and tea they fancied a change. Maybe they had a sense of adventure.",Maybe they knew this was their big moment their chance to make history.,1
581,BNC-825,So maybe it was somewhere on mat land me chopper has put down. He had been driving at high speed when me helicopter flew past him.,And they probably know I'm travelling in this car.,1.6666666666666667
583,BNC-83,"By the time they returned, Ingrid had less than a week left, and she was becoming agitated. If British Naval Intelligence heard nothing from her, they 'd presume the Dane was hostile, and the raid would go ahead as planned.",If she found he was pro-British and being forced to collaborate the Marine Commandoes would endeavour to get him out alive.,1.375
588,BNC-87,"I'm only edgy because there might be something being planned, but I'm probably completely wrong. Parr's probably coming for a business deal with my daddy and feels the need to have a grip of me, the usual thing, that's all.",If they have got something cooking and if I found I didn't like it when it came I 'd tell them to get stuffed.,0.625
589,BNC-870,``How do you know all this?'' Kelly's mind was racing.,If the horse had been doped it could only mean that someone in Bill's yard had been involved.,1.6666666666666667
590,BNC-872,"``All right, so it wasn't the bottle by the bed. What was it, then?''",Cobalt shook his head which might have meant he didn't know or might have been admonishment for Oliver who was still holding the bottle of wine.,-0.125
592,BNC-875,"Petion stayed nervously by the door, and Ace joined him there, watching suspiciously as Dubois checked everything with a professional eye. Ace wasn't willing to trust Dubois further than she could throw him, since he seemed to use much the same methods as their enemies.",Perhaps that meant he was no better than them.,0.875
593,BNC-877,Jeff Dudley. The Edwardian informed me recently that he 'd been appointed trade attache in one of our Central American embassies.,Perhaps that means he's a spy nowadays.,-0.3333333333333333
594,BNC-88,"And what's the point? I know Elaine's name, I know where I was born - I can at least make a start.",If I find I'm at a dead end then I can ask for outside help.,0
595,BNC-882,Why had he left without a word to Miss Macdonald? It was unclear to what extent he had told his daughter anything about his movements.,Apparently she knew enough to tell other people not to worry but that might mean no more than that she was trying to put a brave face on things.,0.5
596,BNC-883,"He thought of ringing Frances, but something deterred him. She had spoken of meeting the following weekend and going down to Juliet's.",That possibly meant that she had something else on this weekend.,0.625
597,BNC-885,``Well...'' But did they want it to bother him?,Blagg's touching faith that Maxim would save him from murder charges in two countries might at least mean that he would stay where he was and do nothing - for once.,1
598,BNC-886,"As he lived in Bethnal Green, it was, but so was Hackney. Bunny, Martin and the other two girls decided to go for a meal in a Swedish restaurant Bunny said he knew in Lisson Grove, the Dead Zone between the Edgware Road and Lord's Cricket Ground.",I suspect Bunny probably meant that he once knew a Swedish waitress but I let it pass.,0.875
599,BNC-891,Why else would a senior French policeman come all the way from Paris to see Puddephat's wife? The Oxford police must have interviewed her several times already.,And she thought with relief if new evidence had turned up in France it might mean that Veronica had had nothing to do with her husband's death.,0.5
600,BNC-892,"A stop must be put to it. And where did Emma get off, calling her only brother a swine?",Perhaps it meant that Cindy Hill had revealed at least some of whatever it was that bothered her which was a good thing really.,1
601,BNC-895,Freaks. Perhaps because she 'd dressed them for winter?,One woman looked as if she was carrying ice-skates and maybe that meant that the lake should be frozen.,0.4444444444444444
603,BNC-900,He would get the film. He would draw the money out of the bank this time.,Elaine might notice it was gone but then again she might not.,1
609,BNC-911,"Cecilia always left coming to Tina's until noon was past because she did not want to find her daughter in bed. Had she done so she would not have said a word, would not have looked a word, would simply have sat on the bed and talked to Tina for ten minutes instead of the two of them sitting opposite each other in armchairs.",But if she came and found Tina up she could pretend to herself that Tina had been up for hours and was a normal person and a proper mother.,-1.2222222222222223
612,BNC-923,"I could see that if I were to give way to retroscendence the average supermarket gondola, stuck with myriad products like a hedgehog with spines, would become a mystic test-bed able through its thousand portals to suck me into individual sagas so complex, so durable, that I would perhaps never reemerge. The very ecosystem I inhabited was also to be one of products, striving against built-in obsolescence to individuate themselves, using whatever human means were at their disposal to advance their branded species.",I was conscious that underlying it all there must be some Law of Unnatural Selection which could prove that the fittest product with the most colourful packaging was the most likely to be pollinated by purchase.,1.3333333333333333
613,BNC-927,Patrick poured a whisky for himself too. He was less detached than she thought.,Maybe he had proved to himself that he had recovered his nerve but he had had to hold on very tight at that moment when she had broken.,0.6666666666666666
616,BNC-941,It was drink that got me into this mess. That and the club raffle.,If I had kept my wits and remained coherent I would probably have realised the manager's job was third prize.,1.5555555555555556
623,BNC-971,Only much later did it occur to her that this was her failure. Academically self-sufficient and wholly self-centred she saw their sullenness and ignorance as their concern and their fault.,Madame Grimaud treated all this with brisk courtesy remarking on one occasion that it could at least be said that Frederica was a good moral influence.,1.6666666666666667
624,BNC-972,She stood lighting a cigarette and looking at my mother out of the corners of her eyes. My mother was again plunged into a version of that dilemma common to all divorced wives.,Either she could say that Derek was the biggest fool the world had ever seen - in which case she would stand self-confessed as an even bigger fool for having married him in the first place.,1
625,BNC-973,"My mother was again plunged into a version of that dilemma common to all divorced wives. Either she could say that Derek was the biggest fool the world had ever seen - in which case she would stand, self-confessed, as an even bigger fool for having married him in the first place.",Or she could say that Derek had always had charming manners and was in the habit of commending ladies on their scent even if it smelled of Alexandrian sewers and sound as though she had lost something worth keeping - and inevitably regretful.,0.625
626,BNC-978,"Hazel had not felt so much bewildered since Blackberry had talked about the raft beside the Enborne. Obviously, the stones could not possibly be anything to do with El-ahrairah.",It seemed to him that Strawberry might as well have said that his tail was an oak tree.,-1.3333333333333333
629,BNC-986,Nobody noticed. It wasn't hard to sneak a copy of the tutor's program and take it back to her room.,Even if anyone saw it under the charred fringes of her robe she could say it was homework.,-2
630,BNC-989,"He was a friend of Sergei Rozanov. She liked Sergei a lot, had fancied him like mad when they 'd first met, at the house of mutual acquaintances in Moscow.",Freud would probably have said the English lover was a mask for Sergei with his deep respect for England.,0.9
631,BNC-996,"Clare wondered why she felt so hurt, when she 'd always known the truth. Sam was a movie creature, first and foremost.",He might say now that he put his wife and child first.,0.08333333333333333
632,SWBD-1,"A: Some of them did say that, you know, when they were the only one left opposing the verdict, uh, you know, everyone was getting on them so heavily that eventually they just gave in knowing that nothing they could do could stop it from either being the verdict everyone else was trying for or a hung jury because the one vote doesn't mean anything except the ability to not have a verdict. B: Yeah, I understand.","you would hope that if you were in that situation that you'd have the moral fortitude, uh, to hold out if you believed that that was really the proper response.",1.3333333333333333
633,SWBD-10,"B: Especially if they're found guilty of the crime. A: Uh-huh. B: You know, once they have been arrested","and if they know beyond a shadow of a doubt, these people are guilty.",1.375
634,SWBD-100,"A: I think that it went up a thousand percent on most, B: Yeah. That's incredible but they had to, uh, go in the direction of a market driven economy, and they had to bite the bullet for that. So that's a good move, on Gorbachev's part in doing that. A: Uh-huh. B: So, A:","But Gorbachev has still not fully convinced everyone that, he's moving towards a two to three party system of government nor eliminating or diminishing the Communist power,",-0.25
640,SWBD-106,"A: He's in here somewhere, I know he is. B: Right. A: Yeah. Well, I know how to use one. we go hunting every once in a while and he showed me how to use his guns and I really enjoy it","but, boy if someone did break in, I don't know that I could or would even grab it.",-0.7
642,SWBD-108,"A: As a freshman? B: Yeah. A: Yep. B: And, uh, he's pleased with his classes.","I don't guess I've been in the high school long enough to know what to expect really you know, how to judge it.",-1.5
644,SWBD-11,"B: Well, yeah, use that or, you know, there's other consequences rather than killing them, you know, you could, always make them the slave of the people they committed the crime against. A: Oh.  Huh-uh. B: You know. A: Yeah. B: At least they might get some benefit in that,","and if the people they committed a crime against, feel, at some later date, that these people have learned their lesson, are okay, you know, well, they can free them.",0.4444444444444444
645,SWBD-110,"A: Oh, well, what kind of paint did you use for the, um, bookends? B: Well, that's half the problem right there is that it was a oil base, so I had to get, and when I painted them, I didn't realize that we didn't have any turpentine or paint thinner or anything in the house. So I had it all over my hands. At first I didn't realize, you know, I had never painted anything,",so I didn't realize that I needed that.,0
647,SWBD-112,"A: It was really kind of interesting because, Arsenio was asking him about, uh, what he thought of, uh, one of the other action guys. B: Really. A: God, I can't even remember the name. He said well, he wouldn't really talk about it.","Didn't want to talk about him because he didn't think he was such uh, a good action guy.",-1
653,SWBD-118,"B: Oh, it does. Uh, I have four sons myself, and the youngest is twenty-eight. So they are all pretty well grown up and they all went through it, you know, going through high school and everything and knock wood that, uh, they have not,","well I won't say they didn't try it, uh,",-1
654,SWBD-119,"A: Uh, I, the cynical side of me says that, you know, it was more for, uh, the domestic political situation than for anything else. You know, you know, and for portraying Bush is a strong President. B: Huh, yeah, okay.  Sure. A: Uh, I mean my gut feeling is that, you know, he pretty much picked the fight uh, with, um, Hussein. B: Uh-huh. A:",I mean I'm not saying at all that Hussein wasn't quite willing to enter that fight.,-1.1
655,SWBD-12,"B: And other than that I do not think it should be allowable. I think it should be illegal for them to want to do that. it's kind of the big brother syndrome, I mean, I just, anything like that just kind of scares me. A: I tend to view it, even though I don't think I'd work for a company that did that, I sort of want to defend an employer's rights uh, in addition to an individual's rights, but an employer, really, I think, has the right to hire someone on any basis they want to B: Right. A:","and if they say they don't want smokers, I sort of feel like an employer should have the right to decide whether they want to allow that.",0.7
661,SWBD-125,"A: No, I had moved away. B: No, uh-huh. A: I had taken the first one back.",I didn't think that it heated well enough.,-1.3333333333333333
665,SWBD-129,"A: See those type of people that have the most opinions, ones that don't know anything. B: Yeah. A: Well, uh, I've had teenagers and I now have grandchildren that are teenagers,",and I don't know that it might do them a little bit of good to see the world from a different perspective.,0.625
667,SWBD-130,"A: Um, yeah, that's for sure. That's for sure, do you have any feelings as to the trends that you see? B: Well, it lo-, o-, the one trend I would say is that with so many more women choosing professional careers, there are fewer of them home in the afternoons, A: Uh-huh. B:","and I don't think it needs to be the mothers,",-1.3636363636363635
669,SWBD-132,"A: Well, do you think it's, should be illegal for an employer to do this or, B: Uh, I really think it should be, except as I've mentioned twice now, in the specified industries or jobs, because there are certain things where it's just vital that a person is clear minded at all times. A: Yeah. B:",And other than that I do not think it should be allowable.,-1.375
673,SWBD-136,"B: Schwartzkopf knew what had to be done and it's too bad that he just didn't have the ability just to do it, you know, uh, the go ahead to do it. A: Yeah. B: Because he had the fu-, he knew what was going to happen, more than any of us.","Because I didn't realize that, um, it was going to make such a mess.",-1.375
674,SWBD-137,"B: Oh, she was just funny. A: Really? B: She was really funny. And her character was good.",I don't know that it was her in particular but just the character.,-0.1111111111111111
676,SWBD-139,"A: Yes. And, oh, yeah, it's very expensive. B: Oh. A: And, uh, B:",I didn't realize it was that expensive.,-0.1
677,SWBD-14,"B: Then I have another daughter in, uh, Bountiful, Utah and she has to work full-time and it's just tearing her apart. She has a private baby-sitter. A: Yeah. B: And, uh, the baby just screams. I mean, the baby is like seventeen months and she just screams. A: Uh-huh. B:",Well even if she knows that they're fixing to get ready to go over there.,0.6666666666666666
682,SWBD-144,"B: Uh-huh, uh-huh. How's that? I haven't seen that. A: I like it a lot. It's real different.","In fact, they never thought it would be a hit.",-0.36363636363636365
685,SWBD-147,"B: Uh, if they've got these bins for all the other little items, I'm sure if people will have batteries, uh, you know, quite often to toss out. A: Right, that's true. ","Uh, when I was home those few days around Thanksgiving and uh, the truck came by, well, we all ran out to watch it because, you know, we'd never really seen it pick up our stuff",0.16666666666666666
688,SWBD-15,"A: it's nice when it makes, a lot because you can feed your own family. And then, B: Yeah, because when I make this chicken casserole it makes a real big casserole and then another one that I freeze. A: Uh-huh. B:","or I give it to my Mom and Dad if I know we're not going to eat,",0.5454545454545454
690,SWBD-151,"A: Well, uh, and that's an idea that's been kicked around for a long time.","I don't know that it's ever been seriously considered, uh, as far as close to passing, uh, any legislation or anything like that.",-1.6666666666666667
696,SWBD-157,"A: Uh, such like, maybe in murder they get to choose whether it's, uh, premeditated or one or two of the lesser degrees. The other thing that juries are restricted on and at least to me this has been one of the frustrating things even in my own experiences, that you usually don't get to hear all the information. B: Yeah. A: It's what information is presented","and, uh, I don't know that juries have a right to know more because in a sense we call those safeguards,",-1.1818181818181819
699,SWBD-16,"B: anybody tries to hurt them I won't even blink, A: I know,  No. I understand that.","uh, what if you think someone's trying to hurt them and you make a mistake?",0.125
704,SWBD-164,"B: That sounds really good. I read a thing, I don't even remember if it was in the Dallasite or the Insite one, about uh, companies allowing you, and they said that TI was looking into it, to purchase extra vacation days. Which I thought sounded like a good idea. You know, if you've been there, you know, under five years you get two weeks of vacation but that's really not enough and you want an extra week, then you can purchase an extra week of vacation by saying, okay, I'm going to want an extra five days this year and they'll take a set amount out of each paycheck, you know, and they're deducting it all along, so you can have an extra five days off and be paid for them at the time, you know, you're really not being paid for them, the money is actually coming out of your own pocket, but it's coming out a little bit at a time instead of all at once, you know. So, that is kind of an idea that a lot of people sounded like that they were really interested in and TI said that they were looking into something like that so, A: Well, I could certainly, personally stand seeing them go to a standardized compensatory time for overtime. B: Uh-huh.  Uh-huh. A:","And I don't believe any of us would have to purchase any extra vacation days, if they did that.",0.875
709,SWBD-169,"A: But, I mean, uh, is that a reflection then of what is really happening in the real world? If they keep giving everybody hundred year sentences,","and the people in various states, it does not seem that people want to be taxed to build more prisons. Or even for that matter, uh, repair uh, the lack of judges and other, uh,",-1.2222222222222223
719,SWBD-179,"A: They might, they're actually very friendly dogs. B: Are they really?",I don't think I've ever seen one.,-0.875
724,SWBD-183,"B: Yeah. How about you? A: Oh, uh, I'm very varied as well.","uh, I don't think I've ever met a type of music I don't like except for, uh, maybe, you know, heavy metal and that.",-1.375
728,SWBD-187,"A: That's not too bad. Golly the Golden Retrievers are good dogs too, they're kind of like, get that permanent smile to them, B: Yeah, right. A: they're always happy.",I don't think I've ever seen them not look happy.,-1.5555555555555556
732,SWBD-190,"A: But it seems to me uh, that the budget is so out of hand, and especially now that they say, Okay, the cold war is over and we're supposed to be getting a peace dividend you know of X number of billion, trillion dollars a year. B: Uh-huh. A: Well, I'd really like to know where that money is actually going to go,","because, in my opinion, I don't think I'm ever going to see any of this so-called peace dividend.",-1.8888888888888888
735,SWBD-193,"A: so it's nice to get away. It's just amazing, how much you miss. B: Yeah, it,  Yeah, it, yeah, it really is. I mean, I don't think I ever see the Little Dipper, you hear people talk about the Little Dipper. A: Huh. Uh-huh. B:",But I don't think I ever see it except when I go get out of the city and go camping in the desert or in the mountains.,-0.2
740,SWBD-198,"B: I remember I went to see Don Quixote over there when it came out. It came out right around the time, with Sophia Loren and that was a riot to see that. A: You know something,","come to think of it, I don't think I went to the movies one time.",-1.1818181818181819
746,SWBD-202,"A: yeah, it's kind of l-, B: It was kind of funny. They were doing some, uh, ozone testing, uh, the EPA and they were just screening some candidates,","and I don't think I'd ever, you know, do that,",-0.45454545454545453
748,SWBD-204,"B: So did I. My Masters, anyway. A: What, but, uh, when I look at it to me, uh, it doesn't really make any difference. It was a marvelous opportunity that I couldn't have done,","I don't think I would have gone on, unless I had that financial uh, easement made possible.",0
749,SWBD-205,"B: and, uh, that then ends up being the most common example for me. A: Uh-huh. Uh-huh. B: Um, I guess I'm not typically feeling invaded in my privacy relative to this one that you raised. A: Yeah. B:",And I don't think I would have thought about that.,-0.5
751,SWBD-207,"B: Well, uh, I myself am not in favor of drug testing in the work place except in this, uh, very specific examples such as, uh, transportation workers, as in, uh, air traffic controllers, bus drivers and that kind of thing. A: Well. B: Um, I don't really think that it's, uh, too many, I think it's a severe invasion of somebody's privacy to say, well, we're going to look at your urine and then decide whether you're, uh, you know, worthy of working for us. I really don't see that that's a very valid, uh, thing for a company to say,","and personally, I don't think I would work for somebody if they were going to reject me on the basis of what's inside my body.",-1.2222222222222223
754,SWBD-21,"B: Uh, yes. Well, they find it is more deterrent. A: Well, my sociology class at SMU's taught us that it was not a deterrent. Uh, but now that's just what they said. Uh, I don't know",maybe if I went back and took a sociology class now they'd say it is a deterrent.,-0.2
759,SWBD-214,"A: My husband's mother will have major surgery and we'll find out about it in a casual conversation. She'll let something slip and we'll say, wait a minute. and that's it, she, just, well I didn't want to bother you.",She can't accept that we want to be the care givers.,1.7777777777777777
760,SWBD-215,"B: Uh, do you feel that yours is invaded? A: Uh, no I wouldn't call it invading my privacy by any means. Uh, you know, I would, there's a lot of times though, uh, you get those calls you know, when you're sitting at home wanting to relax or whatnot and, you know, next thing you know, uh, someone calls and wants to sell you this or that and it's real hard to tell them, you know, that you're not interested. Or you do tell them you're not interested and they still keep asking you, you know, and keep badgering you about it, and that aggravates me.",But I don't know that you could call that invading my privacy,-1.4
766,SWBD-220,"A: You know, violent crimes uh, with just malicious intent. B: Right, exactly. Yeah. Well, you know, that's exactly",", I mean, I'm not saying I think or capital punishment is the perfect solution in every case, you know, especially because there are some cases when you just don't know",-1
772,SWBD-226,"B: Little Mermaid and Peter Pan I think are his two favorites that we've got. A: Uh-huh.  Uh-huh. And I think there's some good Disney movies fixing to come out on video, uh, Shipwrecked. B:","Oh, I didn't hear that was coming out.",-0.1
777,SWBD-230,A:,I don't think anybody pays too little.,-1.9166666666666667
779,SWBD-232,"B: he refuted it, it just was not effective enough to... A: Well, he didn't refute it til the last two weeks of the campaign.",He didn't believe anybody would believe that.,-1.5
782,SWBD-235,"B: Well, that's the same thing that I did. I hope I'll be able to do the same with grandchildren. A: I think that once you do that, your children kind of develop the same attitudes. At least my daughters have. They try to teach theirs not to get into things instead of having to put everything up. So it's worked pretty well. There's,",I don't really think anything's been broken.,-1.5
783,SWBD-236,"A: And it's brought the, they, uh, really listen to the, uh, lobbyist and, uh, the car manufacturing companies uh, you know, have really pushed, they, all those restrictions are really too hard, we can't quite make that go and they don't and then we still live with air pollution. B: Yeah. A: Um, so I suspect that that's one thing that as individuals, we can do, make our voices known, perhaps to our legislators. But, um, as a society, I think we can do more and that's probably how we ought to do it. Uh, being individually responsible in order to be group responsible. B: Yeah,",I guess I'm to the point where I'm cynical enough that I really don't believe anything will happen unless there's something economically justifiable about it.,0.1
786,SWBD-239,"B: And, I, we're big broccoli fans. A: Uh-huh that's what I've got. I've got steamed broccoli down on mine. B:","Well, I just don't think you can go wrong with something like that.",-1.5833333333333333
788,SWBD-240,"B: Right. Well, for instance, does the company you worked for before have the right or do they have the ability to say, hey, we've already drug tested her and she came up negative. A: Well, no, I don't think they can force another company to not drug test me just by saying that I didn't, I mean, B: Yeah. A:",they don't know that I don't use drugs.,1.6
789,SWBD-241,"B: So did you commute everyday then or, A: No. B: Oh, okay. A: No, no, it was a six hour drive. B: Oh, okay,","when you said it was quite a way away, I did not know that meant you had to drive like an hour",0.2
790,SWBD-242,"A: but the thing is, that, um. B: Well, especially being a college student your,","I don't know that you need to be involved in a lot of frivolous gift giving, you know,",-1.375
792,SWBD-244,"A: And somebody said, well, you know, you could go in and substitute teach at seventy-five dollars a day and there's always going to be, you know, somebody having a need for a math or science teacher. I thought, Christ, they're letting me in, to, you know, B: Yeah. A: this would be frightening. I don't know anything about it. B:",That's pretty interesting just because you know a subject matter doesn't mean you can teach it.,-0.875
795,SWBD-247,"A: That's right, that's right. B: Uh, I don't have other than a reading and male perspective on the biological urges involved relative to being a mother or not. Uh, my sense is that I have very much an interest and had one in being a parent.","I don't know that I, uh, felt myself necessarily encumbered with the necessity to have heirs.",0.5
800,SWBD-251,"A: Yeah, I had a friend whose brother did steroids and as soon as he stopped working out he just ballooned out. It all turned to fat and he just, really looked bad. B: Really.  Ugh. A: But, uh, B:",I didn't know it did that.,0
803,SWBD-254,"A: Well, where you're located, I do know Texas Instruments has random drug testing. B: Uh-huh. A: And I think they've had it for several years.","And their program they had, I don't think had a lot of, uh, problems associated with it,",-1
806,SWBD-257,"A: That, so that's, and I don't know, you know, I think about, well, the dress code they have for the kids, you know. Are they put one on the parents, or the teachers and say the men have to wear ties and there can be no blue jeans worn and, because some of the teachers I know wear, uh, dress up jeans, not sloppy looking jeans but tapered jeans that they've had dry cleaned so they have got the crease B: Uh-huh. A: and, uh, you know, they'll wear it with a nice top.","and, uh, I don't know that that looks that bad.",0
810,SWBD-260,"A: you know, you create a bigger family, generation after generation but not really on purpose. B: Yeah. A: So. It's not a real functional situation anyway.","So, you know, I don't know that that trend's going to change the single parent type families",-1.2
812,SWBD-262,"A: now we had one, this was before I lost a lot more of my family, but it wasn't any of my immediate family anyway. Because I didn't have any of them left. B: Uh-huh. A: But, um, they had, uh, uh, thing where everybody could come and meet and go out to eat. B: Uh-huh.  Uh-huh. A:","But, I didn't think that was as good. Because, it was like, you know, you couldn't really talk and stuff, like you could when, you were at the lake, or somewhere, you know, where you were out.",-1.125
815,SWBD-265,"B: It was good. The only thing I thought, um, that I haven't been trying, is when I, you know, go to take a shower, to save the water, and to put it on my plants. Which I had never thought about before. A: Uh-huh.  Uh-huh. B: But I've already gone to, oh I started years ago, I guess, not years ago, but, yeah I would say five years ago, turning off I mean my water faucet, in the sink when I brush my teeth. A: Uh-huh. B:",But I didn't realize that was the biggest waste of water.,1.1666666666666667
816,SWBD-266,"B: Yeah, and EDS is very particular about this, hair cuts, A: Wow. B: I mean it was like you can't have, you know, such and such facial hair, no beards, you know, and just really detailed. A:",I don't know that that would be a good environment to work in.,-0.5
818,SWBD-268,"B: I don't know that you could require everyone yeah, to do it for a whole year, or two years or something like that, A: Mandatory just like the draft.  No. B:","I don't know that that would work if, somebody's, didn't really want to be there and didn't have,",-0.6
820,SWBD-27,"B: I mean it was like you can't have, you know, such and such facial hair, no beards, you know, and just really detailed. A: I don't know that that would be a good environment to work in. I mean, I see, I am more, I don't know about anybody else,","and a lot of bosses may say I'm nuts,",0.25
821,SWBD-270,"A: I work in the airline, marketing group. B: Oh. A: So, we do a lot of, B:",I didn't even know they had anything like that.,-1
823,SWBD-272,"B: Uh-huh, uh-huh, that's right. A: But, uh, B:",I've never seen the Astros play.,-0.2
825,SWBD-274,"A: Yeah, when they, you know it was funny, I can remember, and my mother and I have talked about it, how important it was when I came home from school. B: Um. A: It wasn't really conversation, but there were always things that just tumbled out. B: Yes. A:","And, uh, uh, granted the child doesn't always think that they're sharing it, but it,",1
829,SWBD-278,"A: Oh, it wasn't that good. B: Well, oh, from a woman's point of view it was very, uh, chauvinistic as far as women go. Uh, it was entertaining, but, yeah,",I don't think the general audience would go for it.,-1
830,SWBD-279,"A: Yeah. I hope. That's true. B: You know, I, that's the kind of people,","like I say, I don't think the guy who's going to rob a Seven Eleven, is going to rob a Seven Eleven whether he has a gun or a knife, baseball bat, or, you know, whatever,",-0.5555555555555556
831,SWBD-28,"B: Might be worth it for peace of mind. A: Oh, yeah. It is, it is.",You might even find somebody's been reporting on you,0.6666666666666666
833,SWBD-281,"B: And it will send out a flower spike. You will see them blooming now. It is a wildflower here, but you can get them in the nursery. A: I am looking for a pen. I want to write this down because, well, that is where I went this year. Because I waited too late to really plant stuff. But I did not know that these hyacinths, like I said, I do not know anything about plants.",I did not know the hyacinths were going to die.,0.8888888888888888
838,SWBD-286,"B: That's true. A: uh, you know, to,","I don't think, you know, the kids don't benefit from the bigger house and the fancier cars, and this type of thing.",-0.4
842,SWBD-29,"B: Might be worth it for peace of mind. A: Oh, yeah. It is, it is. You might even find somebody's been reporting on you and you didn't even know it.","You know, I mean you might think you're paying something on time",0
844,SWBD-291,"B: Okay, I don't know, which end do we push but okay, A: Okay, well, um, let's see,","I think there's a lot of people that don't vote because they don't really think their, uh, opinion is going to be heard",-1
846,SWBD-293,"B: I feel like the middle class people are supporting the nation and, uh, that the rich are not paying their share and of course the poor can't afford it either, but, uh, I really feel like and I feel like, you know, I'm a middle class person income wise anyway and, uh, I get tired of supporting the whole country. A: Yeah, so do I. I mean, I'm middle class barely,","but, uh, I don't think the rich are paying not enough,",1
847,SWBD-294,"B: Uh-huh. Well are you into that rock music, you know, all that druggy stuff and all that I mean? A: Well, uh. B: You know what I am saying I mean like they come on the stage and like, you know, you,",they don't even know they are there. You know.,1.6666666666666667
851,SWBD-298,"A: yeah, getting a lot of breaks between quarters and that, and having a lot of vacation. B: Right.  it really, um, I don't think most of our teachers, now I'm not a teacher, I am a secretarial executive assistant,",but I don't think the teachers could stand the stress all year long frankly.,-1.1818181818181819
853,SWBD-3,"B: And, uh, I was ready to get rid of it two months after I bought it, A: Uh-huh. B: uh, so I shopped around,","and if I had thought I, uh, wanted to pay the amount of money, I probably would have gone with, uh, uh, an Accord or even a Civic, or something comparable from Nissan or Toyota,",0
855,SWBD-300,"A: And then he has backed out, he has pulled out. And I realize they're still saying, well here you're encouraging us to get rid of Saddam Hussein, so why aren't you helping us? And you see, I think him going in and doing that would be putting us in another Vietnam situation. B: I think it would too. A:",And I don't think the US will stand for it.,-0.625
857,SWBD-302,"B: I mean, you know, he's so messed up. A: Right. B: And, um, this was a nice, sweet, young man who, teenager, you know, and he's now a young man about twenty, I guess, who, um, just got really down the wrong path. A: Right. B:","And, uh, you know, I don't know that his problem would ever have been detected by drug testing.",-1
859,SWBD-304,"B: It's, uh, I don't know, I don't really liken it to alcohol but, yet that can be carried to an extreme, too. A: Uh-huh. B: So I think it's a good idea and I think just the idea you know that you may be tested might keep you off of them or get you off of them because you're, A: Right. B:","I don't know that their job would be at risk,",-0.7272727272727273
862,SWBD-307,"A: uh, that type of technology just wasn't at people's disposal. B: That's true. That's true. A:",So I don't think there's ever been a war that's been so thoroughly covered by the news.,0.3333333333333333
864,SWBD-309,"B: Anyway, I dealt with two or three kids today that are going to end up where somebody making a decision what to do with them. A: Um, yeah, I guess that's not an easy solution. there's no easy solution for that. B: Uh-huh. ","I don't know that there is an easy solution,",-1.7777777777777777
866,SWBD-310,"B: Is Texas one of them? A: Texas is not one of them see. So, I have to throw them away cause there is no place to take glass. B: Yeah. No,",I don't think that there is enough being done.,-1.1666666666666667
870,SWBD-314,"A: that's one difference. There really wasn't a lot of difference. B: I didn't,",see I never even heard that there was a book tied in with that movie.,-0.7
873,SWBD-317,"B: It's kind of neat. A: Yeah, what does a computer club do.",I didn't know there were such things.,-1
874,SWBD-318,"A: Do they have Highlands up there? B: Nope. A: Don't they? Well, this was a regular, uh, electronics store, you know. B: Uh-huh. A:","So, I don't think there will be too much problem",-0.5
877,SWBD-320,"B: Uh, which I am pro capital punishment except that I don't like the way it's done. A: Uh-huh. Uh, yeah, uh, uh, I guess, I hate to see anyone die, uh B: Uh-huh. A:","but, uh, I guess these people that go around and kill children and women and everything else without any remorse, uh, I don't think they deserve to live and be supported by us the rest of their lives.",-1.4545454545454546
881,SWBD-324,"A: Where are you from? B: I'm in Raleigh, North Carolina. A: Oh, my goodness.",I didn't know they did it long distance.,0.36363636363636365
882,SWBD-325,"A: Oh, well, what kind of paint did you use for the, um, bookends? B: Well, that's half the problem right there is that it was a oil base, so I had to get,","and when I painted them, I didn't realize that we didn't have any turpentine or paint thinner or anything in the house.",1.1
884,SWBD-327,"B: but, um, at least they all seem to have, uh, you know, people that monitor their, uh, medication intake and dining facilities, you know, go to the dining room and eat some good meals. A: Uh-huh. B: I know when my friend's mother-in-law first went in, I mean, very antisocial. Maybe it takes a while for them to say, okay, well I'll be with other people but, A: Adapt. B: Yeah,","I don't understand that, they don't want to be with anybody else.",1.5
886,SWBD-329,"A: They, probably not enough, but I'm sure I lot of it's filtered down enough to the common folks that they have gotten wind, of what they're missing out on. B: Yeah, I think they're starting to realize, but I just don't think they have the resources, if you were to compare, uh, the Americans to the Soviets as far as home computers are concerned or Fax machines and cellular phones, and state of the art equipment that we are so used to.","I don't think they even realize what's out there, and to what extent.",-1
